no,time,count,message size,span(ns),max(ns),min(ns),avg(ns)
62,2023.03.06 16:09:19,1024,200,4714673144,5570734,3458099,4604172
63,2023.03.06 16:09:23,1024,200,210895718,986568,922,205952
64,2023.03.06 16:09:27,1024,200,6092759,3955389,845,5949
65,2023.03.06 16:09:31,1024,200,674783519,3081254,936,658968
66,2023.03.06 16:09:35,1024,200,2421449332,3483146,1179253,2364696
67,2023.03.06 16:09:39,1024,200,3512280808,4601549,1710851,3429961
68,2023.03.06 16:09:43,1024,200,2547907,411639,907,2488
69,2023.03.06 16:09:47,1024,200,2232386,93498,886,2180
70,2023.03.06 16:09:50,1024,200,3650097920,16321570,113222,3564548
71,2023.03.06 16:09:54,1024,200,1319599350,2264481,63817,1288671
72,2023.03.06 16:09:58,1024,200,341414526,4077280,901,333412
73,2023.03.06 16:10:37,1024,200,4103806629,6850052,1100,4007623
74,2023.03.06 16:10:41,1024,200,67122401,693610,928,65549
75,2023.03.06 16:10:45,1024,200,2488597,400777,844,2430
76,2023.03.06 16:10:49,1024,200,2518734140,3018191,1889626,2459701
77,2023.03.06 16:10:53,1024,200,22335959,4723543,901,21812
78,2023.03.06 16:10:57,1024,200,4574245529,5300325,3643726,4467036
79,2023.03.06 16:11:01,1024,200,11838426754,12826306,10476308,11560963
80,2023.03.06 16:11:05,1024,200,111827452,758488,743,109206
81,2023.03.06 16:11:09,1024,200,36993960,493857,897,36126
82,2023.03.06 16:11:13,1024,200,1756731,19751,657,1715
83,2023.03.06 16:11:16,1024,200,2552358,644204,858,2492
84,2023.03.06 16:11:21,1024,200,1530958306,2554621,389243,1495076
85,2023.03.06 16:11:25,1024,200,11620267257,13395898,9552905,11347917
86,2023.03.06 16:11:29,1024,200,2733421507,8376453,361052,2669356
87,2023.03.06 16:11:33,1024,200,193127436,902979,915,188601
88,2023.03.06 16:11:37,1024,200,1222765044,1982847,418079,1194106
89,2023.03.06 16:11:41,1024,200,2610971353,3406890,1727472,2549776
90,2023.03.06 16:11:45,1024,200,2554826769,3648260,1287159,2494948
91,2023.03.06 16:11:49,1024,200,163792698,788579,822,159953
92,2023.03.06 16:11:53,1024,200,39706227,11666562,858,38775
93,2023.03.06 16:11:57,1024,200,3598443,90055,664,3514
94,2023.03.06 16:12:01,1024,200,4801413374,5531236,3856786,4688880
95,2023.03.06 16:12:05,1024,200,3381016,554222,916,3301
96,2023.03.06 16:12:09,1024,200,78188885,8083089,828,76356
97,2023.03.06 16:12:13,1024,200,188707649,835599,903,184284
98,2023.03.06 16:12:16,1024,200,421286557,1365093,950,411412
99,2023.03.06 16:12:20,1024,200,4934651665,5692130,3983415,4818995
100,2023.03.06 16:12:24,1024,200,3405516622,4163632,2562920,3325699
101,2023.03.06 16:12:28,1024,200,6494616789,7470162,5232329,6342399
102,2023.03.06 16:12:32,1024,200,5362492127,7547994,3346549,5236808
103,2023.03.06 16:12:36,1024,200,16888432,10748001,1019,16492
104,2023.03.06 16:12:40,1024,200,20591690,263966,896,20109
105,2023.03.06 16:12:44,1024,200,279025505,2070129,18025,272485
106,2023.03.06 16:12:48,1024,200,4658312046,5482876,3504443,4549132
107,2023.03.06 16:12:52,1024,200,10317722,144458,823,10075
108,2023.03.06 16:12:56,1024,200,949928194,4714785,222565,927664
109,2023.03.06 16:13:00,1024,200,2594618,34341,935,2533
110,2023.03.06 16:13:04,1024,200,20199167,556200,915,19725
111,2023.03.06 16:13:08,1024,200,4200414646,16791289,903,4101967
112,2023.03.06 16:13:11,1024,200,577782302,1984563,915,564240
113,2023.03.06 16:13:15,1024,200,2632788,357931,909,2571
114,2023.03.06 16:13:19,1024,200,994037471,1825126,1040,970739
115,2023.03.06 16:13:23,1024,200,974365310,1429487,482441,951528
116,2023.03.06 16:13:27,1024,200,6045617,570392,935,5903
117,2023.03.06 16:13:31,1024,200,2022701300,2978020,919502,1975294
118,2023.03.06 16:13:35,1024,200,2254884,25401,847,2202
119,2023.03.06 16:13:39,1024,200,2096739,555342,738,2047
120,2023.03.06 16:13:43,1024,200,2236763472,12789673,167212,2184339
121,2023.03.06 16:13:47,1024,200,2013088578,2869735,1158499,1965906
122,2023.03.06 16:13:51,1024,200,268794791,897946,984,262494
123,2023.03.06 16:13:55,1024,200,16875183,242318,903,16479
124,2023.03.06 16:13:59,1024,200,4491895586,5369960,3171089,4386616
125,2023.03.06 16:14:03,1024,200,30260454,7611671,832,29551
126,2023.03.06 16:14:07,1024,200,189204058,854589,927,184769
127,2023.03.06 16:14:11,1024,200,202891424,922096,918,198136
128,2023.03.06 16:14:15,1024,200,1704019110,2948090,1042,1664081
129,2023.03.06 16:14:19,1024,200,2508225386,3440246,1355860,2449438
130,2023.03.06 16:14:23,1024,200,963599016,4567529,888,941014
131,2023.03.06 16:14:27,1024,200,169085178,706383,909,165122
132,2023.03.06 16:14:30,1024,200,1547571157,2456882,641493,1511299
133,2023.03.06 16:14:34,1024,200,19178331,250004,913,18728
134,2023.03.06 16:14:38,1024,200,1404921454,19198667,744,1371993
135,2023.03.06 16:14:42,1024,200,205206244,784498,946,200396
136,2023.03.06 16:14:46,1024,200,831603615,2975020,63922,812112
137,2023.03.06 16:14:50,1024,200,33288741,486012,864,32508
138,2023.03.06 16:14:54,1024,200,2757628061,14783451,25309,2692996
139,2023.03.06 16:14:58,1024,200,1704444127,2537401,838273,1664496
140,2023.03.06 16:15:02,1024,200,1202946960,3390581,452871,1174752
141,2023.03.06 16:15:06,1024,200,672465311,1477041,955,656704
142,2023.03.06 16:15:10,1024,200,1843357404,2636700,1004694,1800153
143,2023.03.06 16:15:14,1024,200,86836583,5103392,892,84801
144,2023.03.06 16:15:18,1024,200,1409693373,2217003,559169,1376653
145,2023.03.06 16:15:22,1024,200,5529744954,6261362,4437183,5400141
146,2023.03.06 16:15:25,1024,200,1009544919,1974008,970,985883
147,2023.03.06 16:15:29,1024,200,13441266,187247,878,13126
148,2023.03.06 16:15:33,1024,200,10851265,622302,917,10596
149,2023.03.06 16:15:37,1024,200,1922557610,2713780,1064890,1877497
150,2023.03.06 16:15:41,1024,200,666001569,2309703,58233,650392
151,2023.03.06 16:24:49,1024,200,1249663790,2051754,410452,1220374
152,2023.03.06 16:24:53,1024,200,446196449,1303757,867,435738
153,2023.03.06 16:24:57,1024,200,1044288424,1982462,55466,1019812
154,2023.03.06 16:25:01,1024,200,2164472,29233,892,2113
155,2023.03.06 16:25:05,1024,200,4561088,470221,913,4454
156,2023.03.06 16:25:09,1024,200,2597251,411336,906,2536
157,2023.03.06 16:25:13,1024,200,6856206,505012,898,6695
158,2023.03.06 16:25:17,1024,200,696845879,10023924,38197,680513
159,2023.03.06 16:25:21,1024,200,210660822,832621,933,205723
160,2023.03.06 16:25:25,1024,200,42888873,3622138,889,41883
161,2023.03.06 16:25:29,1024,200,1378091659,12034236,654006,1345792
162,2023.03.06 16:25:33,1024,200,1852990174,2819719,727756,1809560
163,2023.03.06 16:25:36,1024,200,4216007,127340,883,4117
164,2023.03.06 16:25:40,1024,200,1933651041,2715675,1076718,1888331
165,2023.03.06 16:25:44,1024,200,68785450,9878641,880,67173
166,2023.03.06 16:25:48,1024,200,78917488,13450454,870,77067
167,2023.03.06 16:25:52,1024,200,517030135,1232459,882,504912
168,2023.03.06 16:25:56,1024,200,2544065077,10283643,121396,2484438
169,2023.03.06 16:26:00,1024,200,97526264,414419,906,95240
170,2023.03.06 16:26:04,1024,200,200557015,894262,890,195856
171,2023.03.06 16:26:08,1024,200,1316531075,10580645,63129,1285674
172,2023.03.06 16:26:12,1024,200,644175570,1762373,865,629077
173,2023.03.06 16:26:16,1024,200,1280525515,4037067,400427,1250513
174,2023.03.06 16:26:20,1024,200,2622759031,3415075,1736832,2561288
175,2023.03.06 16:26:24,1024,200,1059711434,1800674,213425,1034874
176,2023.03.06 16:26:28,1024,200,2521964,458816,1071,2462
177,2023.03.06 16:26:31,1024,200,241140960,2005612,776,235489
178,2023.03.06 16:26:35,1024,200,28331457,625960,913,27667
179,2023.03.06 16:26:39,1024,200,2288561,81901,926,2234
180,2023.03.06 16:26:43,1024,200,5662594193,6312863,1918080,5529877
181,2023.03.06 16:26:47,1024,200,1841846409,2712586,1028217,1798678
182,2023.03.06 16:26:51,1024,200,405616129,1311226,927,396109
183,2023.03.06 16:26:55,1024,200,2543625170,3542506,1440542,2484008
184,2023.03.06 16:26:59,1024,200,3834117125,4696276,2634879,3744255
185,2023.03.06 16:27:03,1024,200,7487169,389817,899,7311
186,2023.03.06 16:27:07,1024,200,222930497,1057092,827,217705
187,2023.03.06 16:27:11,1024,200,97386271,597094,937,95103
188,2023.03.06 16:27:15,1024,200,98129581,946545,15406,95829
189,2023.03.06 16:27:19,1024,200,319808643,1572593,16916,312313
190,2023.03.06 16:27:23,1024,200,4430137008,5300952,3189525,4326305
191,2023.03.06 16:27:27,1024,200,2400023,309580,847,2343
192,2023.03.06 16:27:31,1024,200,2909131697,3673770,2020461,2840948
193,2023.03.06 16:27:35,1024,200,1374417412,2882724,901,1342204
194,2023.03.06 16:27:39,1024,200,2463213638,3376738,1311895,2405482
195,2023.03.06 16:27:43,1024,200,5286870446,6275270,3214063,5162959
196,2023.03.06 16:27:47,1024,200,371021020,3451898,817,362325
197,2023.03.06 16:27:51,1024,200,3189847338,4337994,1668666,3115085
198,2023.03.06 16:27:55,1024,200,2812721,95862,903,2746
199,2023.03.06 16:27:59,1024,200,2394657,414558,834,2338
200,2023.03.06 16:28:03,1024,200,18885932,268687,943,18443
201,2023.03.06 16:28:07,1024,200,1275967551,2067326,439044,1246062
202,2023.03.06 16:28:11,1024,200,187580051,803761,905,183183
203,2023.03.06 16:28:15,1024,200,3037162239,3827092,2150028,2965978
204,2023.03.06 16:28:19,1024,200,192585830,812339,898,188072
205,2023.03.06 16:28:23,1024,200,81928940,478814,911,80008
206,2023.03.06 16:28:26,1024,200,592947054,1989127,928,579049
207,2023.03.06 16:28:30,1024,200,3355206522,4280114,2329541,3276568
208,2023.03.06 16:28:34,1024,200,2246729,28744,949,2194
209,2023.03.06 16:28:38,1024,200,17767690,238127,906,17351
210,2023.03.06 16:28:42,1024,200,1256610605,2029451,458264,1227158
211,2023.03.06 16:28:46,1024,200,2003241397,2885329,940601,1956290
212,2023.03.06 16:28:50,1024,200,1464436505,3753885,951,1430113
213,2023.03.06 16:28:54,1024,200,1495201846,2265315,678716,1460158
214,2023.03.06 16:28:58,1024,200,2686800,548187,950,2623
215,2023.03.06 16:29:01,1024,200,1218850559,2051269,340241,1190283
216,2023.03.06 16:29:05,1024,200,1051244343,1874558,224732,1026605
217,2023.03.06 16:29:09,1024,200,1682619284,3113498,95088,1643182
218,2023.03.06 16:29:13,1024,200,1058357069,1656312,886,1033551
219,2023.03.06 16:29:17,1024,200,4112653842,5986863,905,4016263
220,2023.03.06 16:29:21,1024,200,4027103105,4947606,2939868,3932717
221,2023.03.06 16:29:25,1024,200,787232431,1979531,176159,768781
222,2023.03.06 16:29:29,1024,200,1858100066,2665643,1004359,1814550
223,2023.03.06 16:29:34,1024,200,18380758,228766,925,17949
224,2023.03.06 16:29:38,1024,200,3262906,583520,921,3186
225,2023.03.06 16:29:42,1024,200,1940049507,2750791,1073535,1894579
226,2023.03.06 16:29:46,1024,200,107160773,527026,947,104649
227,2023.03.06 16:29:49,1024,200,1253571887,2053337,389909,1224191
228,2023.03.06 16:29:53,1024,200,20852593,245125,772,20363
229,2023.03.06 16:29:58,1024,200,69583042,447706,910,67952
230,2023.03.06 16:30:02,1024,200,88700071,8779083,1100,86621
231,2023.03.06 16:30:06,1024,200,2818659,72164,675,2752
232,2023.03.06 16:30:09,1024,200,6023938,520105,854,5882
233,2023.03.06 16:30:13,1024,200,2374179427,3407748,1241729,2318534
234,2023.03.06 16:30:17,1024,200,909900598,3011896,455108,888574
235,2023.03.06 16:30:21,1024,200,563780001,2766680,943,550566
236,2023.03.06 16:30:25,1024,200,127584058,1974278,901,124593
237,2023.03.06 16:30:29,1024,200,532968337,1453652,925,520476
238,2023.03.06 16:30:33,1024,200,2193422854,3823802,1045319,2142014
239,2023.03.06 16:30:37,1024,200,2423752488,3224298,750132,2366945
240,2023.03.06 16:30:41,1024,200,2382960,35686,934,2327
241,2023.03.06 16:30:45,1024,200,1055072247,7449364,743,1030343
242,2023.03.06 16:30:49,1024,200,3502919112,4430028,2316707,3420819
243,2023.03.06 16:30:53,1024,200,2769441883,3588837,1810908,2704533
244,2023.03.06 16:30:57,1024,200,2687678,635758,863,2624
245,2023.03.06 16:31:01,1024,200,121513713,586751,921,118665
246,2023.03.06 16:31:05,1024,200,2404612543,3642103,890440,2348254
247,2023.03.06 16:31:08,1024,200,4455554,1137784,945,4351
248,2023.03.06 16:31:12,1024,200,87744176,432619,867,85687
249,2023.03.06 16:31:16,1024,200,2759372,704142,883,2694
250,2023.03.06 16:31:20,1024,200,1940260370,2867718,972848,1894785
251,2023.03.06 16:31:24,1024,200,4744876,1977309,934,4633
252,2023.03.06 16:31:28,1024,200,1064534664,2318784,967,1039584
253,2023.03.06 16:31:32,1024,200,5476275,577808,843,5347
254,2023.03.06 16:31:36,1024,200,3834443,1111431,878,3744
255,2023.03.06 16:31:39,1024,200,3623543,490541,896,3538
256,2023.03.06 16:35:11,1024,200,2685625,494909,931,2622
257,2023.03.06 16:44:27,1024,200,4945892,605782,737,4829
258,2023.03.06 16:47:17,1024,200,49464282,167811,642,48304
259,2023.03.06 16:48:52,1024,200,22319898,276495,646,21796
260,2023.03.06 16:48:55,1024,200,2729079,211171,796,2665
261,2023.03.06 16:49:29,1024,200,1720563567,2179425,1157613,1680237
262,2023.03.06 16:49:32,1024,200,1645569,19658,718,1607
263,2023.03.06 16:49:36,1024,200,175649711,793321,712,171532
264,2023.03.06 16:49:39,1024,200,1700003,20449,656,1660
265,2023.03.06 16:53:02,1024,200,41027723,316179,698,40066
266,2023.03.06 16:53:07,1024,200,2474295,36982,753,2416
267,2023.03.06 16:53:11,1024,200,1789543,22758,711,1747
268,2023.03.06 16:53:15,1024,200,77241609,498177,773,75431
269,2023.03.06 16:53:20,1024,200,5041068,111441,830,4922
270,2023.03.06 16:53:24,1024,200,62822749,384625,735,61350
271,2023.03.06 16:53:30,1024,200,205416127,636729,662,200601
272,2023.03.06 16:53:38,1024,200,34646522,329103,718,33834
273,2023.03.06 16:53:40,1024,200,4659217,84855,735,4550
274,2023.03.06 16:53:43,1024,200,16768207,228865,732,16375
275,2023.03.06 16:53:45,1024,200,436595540,924966,697,426362
276,2023.03.06 16:53:47,1024,200,108896141,641719,898,106343
277,2023.03.06 16:53:50,1024,200,43777936,273277,636,42751
278,2023.03.06 16:53:52,1024,200,1895834,243133,717,1851
279,2023.03.06 16:53:54,1024,200,526965574,1021525,159923,514614
280,2023.03.06 16:53:57,1024,200,13666292,241614,689,13345
281,2023.03.06 16:53:59,1024,200,152193378,432807,711,148626
282,2023.03.06 16:54:02,1024,200,4019676,94545,740,3925
283,2023.03.06 16:54:04,1024,200,34640358,233578,704,33828
284,2023.03.06 16:54:06,1024,200,1874452,531854,716,1830
285,2023.03.06 16:54:09,1024,200,7028550,1178211,737,6863
286,2023.03.06 16:54:11,1024,200,1717015,22658,706,1676
287,2023.03.06 16:54:13,1024,200,167604653,552398,735,163676
288,2023.03.06 16:54:16,1024,200,1775272,76966,721,1733
289,2023.03.06 16:54:18,1024,200,3089188,42359,682,3016
290,2023.03.06 16:54:20,1024,200,2555461,87631,704,2495
291,2023.03.06 16:54:23,1024,200,1959472,27495,713,1913
292,2023.03.06 16:54:25,1024,200,9501499,147629,726,9278
293,2023.03.06 16:54:27,1024,200,56710890,398893,734,55381
294,2023.03.06 16:54:30,1024,200,10982451,77050,724,10725
295,2023.03.06 16:54:32,1024,200,2865147,65777,720,2797
296,2023.03.06 16:54:34,1024,200,83447516,439306,697,81491
297,2023.03.06 16:54:37,1024,200,192122883,555619,871,187620
298,2023.03.06 16:54:39,1024,200,1630591,25157,718,1592
299,2023.03.06 16:54:41,1024,200,2086826,636259,673,2037
300,2023.03.06 16:54:44,1024,200,1993815655,4104735,743,1947085
301,2023.03.06 16:54:46,1024,200,1681287,19454,783,1641
302,2023.03.06 16:54:48,1024,200,1663893,22518,699,1624
303,2023.03.06 16:54:50,1024,200,68277039,469753,662,66676
304,2023.03.06 16:54:53,1024,200,29496720,237788,666,28805
305,2023.03.06 16:54:55,1024,200,4772036,80131,709,4660
306,2023.03.06 16:54:58,1024,200,2309915,600690,805,2255
307,2023.03.06 16:55:00,1024,200,651505660,1361759,836,636235
308,2023.03.06 16:55:02,1024,200,29365722,284515,666,28677
309,2023.03.06 16:55:05,1024,200,844728824,5191964,761,824930
310,2023.03.06 16:55:07,1024,200,1891560,21351,726,1847
311,2023.03.06 16:55:09,1024,200,15456398,200196,649,15094
312,2023.03.06 16:55:12,1024,200,22889918,554870,723,22353
313,2023.03.06 16:55:14,1024,200,4620952,61357,725,4512
314,2023.03.06 16:55:16,1024,200,1928491,22868,689,1883
315,2023.03.06 16:55:19,1024,200,1795504,28170,662,1753
316,2023.03.06 16:55:21,1024,200,2105051,34406,674,2055
317,2023.03.06 16:55:23,1024,200,12270370,355480,911,11982
318,2023.03.06 16:55:26,1024,200,147717530,1454314,804,144255
319,2023.03.06 16:55:28,1024,200,4838304,79289,708,4724
320,2023.03.06 16:55:30,1024,200,2018084,74917,703,1970
321,2023.03.06 16:55:33,1024,200,2327584,31428,743,2273
322,2023.03.06 16:55:35,1024,200,15597213,422952,687,15231
323,2023.03.06 16:55:37,1024,200,1749155,28474,708,1708
324,2023.03.06 16:55:40,1024,200,6501061,106944,664,6348
325,2023.03.06 16:55:42,1024,200,2507243,422064,676,2448
326,2023.03.06 16:55:44,1024,200,1553568,23256,700,1517
327,2023.03.06 16:55:47,1024,200,1686570,21078,758,1647
328,2023.03.06 16:55:49,1024,200,18347298,186054,697,17917
329,2023.03.06 16:55:51,1024,200,6004400,112026,698,5863
330,2023.03.06 16:55:54,1024,200,44816766,258707,752,43766
331,2023.03.06 16:55:56,1024,200,68135233,400664,720,66538
332,2023.03.06 16:55:58,1024,200,18822694,210539,653,18381
333,2023.03.06 16:56:01,1024,200,1679495,27428,742,1640
334,2023.03.06 16:56:03,1024,200,15077604,159327,706,14724
